query,n,median_s,mean_s,min_s,max_s,stdev_s,n_errors
1,1,272.559,272.559,272.559,272.559,0.0,1
7,1,70.843,70.843,70.843,70.843,0.0,0
8,1,238.338,238.338,238.338,238.338,0.0,1
9,1,206.501,206.501,206.501,206.501,0.0,0
10,1,103.884,103.884,103.884,103.884,0.0,0
12,1,45.482,45.482,45.482,45.482,0.0,0
15,1,53.611,53.611,53.611,53.611,0.0,0
17,1,236.575,236.575,236.575,236.575,0.0,0
18,1,427.965,427.965,427.965,427.965,0.0,0
21,1,416.598,416.598,416.598,416.598,0.0,0
