timestamp,label,mode,scope,prefix,reads,logicalBytes,remoteGets,remoteBytes,readAmp,cacheHitRate,policySwitches,fallbackReads,demandClampReads,ioLatencySumNanos,nsPerOp,p50Ns,p95Ns,p99Ns,prefetchGets,prefetchBytes,prefetchUsefulBytes,prefetchWastedBytes,prefetchCancelledBytes
20260812-125847,e3_four_b1024_d0,template_auto,prefix,sift,1216,3142849,699,55179597,17.5572,0.4252,335,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,template_auto,prefix,clickbench,1572,646756165,1123,530317653,0.8200,0.2856,560,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,template_auto,prefix,lastfm,1216,1867138,21,3985391,2.1345,0.9827,21,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,all,,11189,2588051441,4385,1579033986,0.6101,0.6081,68,0,0,199584427568,18347671.2,67259,90866294,117507607,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,taxi,659,1064016617,224,384955349,0.3618,0.6601,19,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,mm,2785,569189337,1516,404474502,0.7106,0.4557,13,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,tpch,1309,295968743,605,123161773,0.4161,0.5378,7,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,fmnist,1216,6140828,203,192129149,31.2872,0.8331,4,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,sift,1216,3142849,684,66412064,21.1312,0.4375,3,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,clickbench,1572,646756165,1132,402520799,0.6224,0.2799,18,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s2,prefix,lastfm,1216,1867138,10,3657711,1.9590,0.9918,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,all,,11189,2588051441,4385,1579033986,0.6101,0.6081,68,0,0,199991980624,18302086.2,65414,90632447,119921303,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,taxi,659,1064016617,224,384955349,0.3618,0.6601,19,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,mm,2785,569189337,1516,404474502,0.7106,0.4557,13,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,tpch,1309,295968743,605,123161773,0.4161,0.5378,7,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,fmnist,1216,6140828,203,192129149,31.2872,0.8331,4,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,sift,1216,3142849,684,66412064,21.1312,0.4375,3,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,clickbench,1572,646756165,1132,402520799,0.6224,0.2799,18,0,0,0,0.0,0,0,0,0,0,0,0,0
20260812-125847,e3_four_b1024_d0,s3,prefix,lastfm,1216,1867138,10,3657711,1.9590,0.9918,2,0,0,0,0.0,0,0,0,0,0,0,0,0
