query,n,median_s,mean_s,min_s,max_s,stdev_s,n_errors
2,1,175.186,175.186,175.186,175.186,0.0,0
7,1,98.926,98.926,98.926,98.926,0.0,0
20,1,132.816,132.816,132.816,132.816,0.0,0
37,1,98.604,98.604,98.604,98.604,0.0,0
