timestamp,label,mode,scope,prefix,reads,logicalBytes,remoteGets,remoteBytes,readAmp,cacheHitRate,policySwitches,fallbackReads,demandClampReads,ioLatencySumNanos,nsPerOp,p50Ns,p95Ns,p99Ns,prefetchGets,prefetchBytes,prefetchUsefulBytes,prefetchWastedBytes,prefetchCancelledBytes,budgetMiB,prefetchBlockMiB,prefetchDepth,case,costSeconds
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,all,,11189,2588051441,8304,13983292638,5.4030,0.5338,3400,0,0,32795422418,3396398.9,95490,19152409,48150114,3088,9587442445,496832287,9090610158,0,128,4,4,selector:template_auto,548.5551
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,tpch,1309,295968743,566,1004257973,3.3931,0.7181,610,0,0,0,0.0,0,0,0,197,747309452,182790368,564519084,0,128,4,4,selector:template_auto,37.8774
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,taxi,659,1064016617,819,3309289479,3.1102,0.5205,282,0,0,0,0.0,0,0,0,503,2020081362,197254874,1822826488,0,128,4,4,selector:template_auto,72.5098
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,21,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,selector:template_auto,0.0805
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,mm,2785,569189337,2934,5805421651,10.1995,0.4065,1069,0,0,0,0.0,0,0,0,1281,4314802569,113362048,4201440521,0,128,4,4,selector:template_auto,202.0648
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,clickbench,1572,646756165,2016,3583460427,5.5407,0.0789,560,0,0,0,0.0,0,0,0,568,2350907392,1290909,2349616483,0,128,4,4,selector:template_auto,134.9745
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,fmnist,1216,6140828,1173,176298947,28.7093,0.3692,516,0,0,0,0.0,0,0,0,406,106222342,738704,105483638,0,128,4,4,selector:template_auto,60.3313
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,sift,1216,3142849,794,100419137,31.9516,0.4564,335,0,0,0,0.0,0,0,0,133,48119328,1395384,46723944,0,128,4,4,selector:template_auto,40.6577
20260729-192647,headroom_b128_block4_depth4_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,selector:template_auto,0.0590
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,all,,11189,2588051441,6891,5419364381,2.0940,0.5101,68,0,0,14882145057,1798381.2,101512,9578722,21296782,1409,1451423204,15860210,1435562994,0,128,4,4,selector:decision_tree,396.2331
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,tpch,1309,295968743,604,123489453,0.4172,0.5401,7,0,0,0,0.0,0,0,0,2,524288,358371,165917,0,128,4,4,selector:decision_tree,31.3777
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,taxi,659,1064016617,1387,1453874786,1.3664,0.0804,19,0,0,0,0.0,0,0,0,781,321832412,11215471,310616941,0,128,4,4,selector:decision_tree,83.2152
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,2,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,selector:decision_tree,0.0805
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,mm,2785,569189337,1903,507607162,0.8918,0.3178,13,0,0,0,0.0,0,0,0,3,786432,0,786432,0,128,4,4,selector:decision_tree,99.9909
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1358,672637033,1.0400,0.1361,18,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,selector:decision_tree,74.3148
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,fmnist,1216,6140828,616,2496375965,406.5211,0.6957,4,0,0,0,0.0,0,0,0,246,1029451784,3099840,1026351944,0,128,4,4,selector:decision_tree,54.6073
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,sift,1216,3142849,1011,160458384,51.0551,0.4786,3,0,0,0,0.0,0,0,0,377,98828288,1186528,97641760,0,128,4,4,selector:decision_tree,52.0803
20260729-192712,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,selector:decision_tree,0.5664
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,all,,11189,2588051441,6209,2434515515,0.9407,0.4451,0,0,0,6418643103,1051380.5,153840,2712830,10706295,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,333.6673
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,33.9058
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,40.8150
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,0.0805
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,99.7816
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,74.3079
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,48.1560
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,36.5615
20260729-192729,headroom_b128_block4_depth4_oracle_bytes,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:bytes,0.0590
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,all,,11189,2588051441,5862,3603334910,1.3923,0.5008,0,0,0,8885003403,1265649.3,123863,3420022,10921581,276,1142162290,272163633,869998657,0,128,4,4,oracle_perworkload:cost,327.4641
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,tpch,1309,295968743,323,1286828261,4.3479,0.9641,0,0,0,0,0.0,0,0,0,276,1142162290,272163633,869998657,0,128,4,4,oracle_perworkload:cost,28.4222
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,40.8150
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,0.0805
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,99.7816
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,74.3079
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,fmnist,1216,6140828,936,66725232,10.8658,0.2303,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,47.4363
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,36.5615
20260729-192749,headroom_b128_block4_depth4_oracle_cost,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,4,4,oracle_perworkload:cost,0.0590
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,all,,11189,2588051441,21258,6975671060,2.6953,0.4505,0,0,0,18820875509,2158006.9,189427,6711310,12404633,15110,3959759931,48102814,3911657117,0,128,8,8,forced:template_locality,1129.4252
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,tpch,1309,295968743,4049,1163277410,3.9304,0.2628,0,0,0,0,0.0,0,0,0,3084,807949062,15135616,792813446,0,128,8,8,forced:template_locality,213.5439
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,taxi,659,1064016617,2168,1516645384,1.4254,0.1351,0,0,0,0,0.0,0,0,0,1598,418684274,11129789,407554485,0,128,8,8,forced:template_locality,122.8639
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,lastfm,1216,1867138,13,3385761,1.8133,0.9967,0,0,0,0,0.0,0,0,0,9,2359296,422664,1936632,0,128,8,8,forced:template_locality,0.6823
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,mm,2785,569189337,7483,2126972630,3.7368,0.2937,0,0,0,0,0.0,0,0,0,5516,1445986304,17629878,1428356426,0,128,8,8,forced:template_locality,394.4344
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,clickbench,1572,646756165,4344,1495521328,2.3123,0.0382,0,0,0,0,0.0,0,0,0,2832,742391808,190435,742201373,0,128,8,8,forced:template_locality,231.4624
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,fmnist,1216,6140828,1861,415045587,67.5879,0.5485,0,0,0,0,0.0,0,0,0,1312,343724806,1694264,342030542,0,128,8,8,forced:template_locality,97.0082
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,sift,1216,3142849,1333,253559073,80.6781,0.5255,0,0,0,0,0.0,0,0,0,756,197980460,1597408,196383052,0,128,8,8,forced:template_locality,69.0681
20260729-192818,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,emb_real,1216,969764,7,1263887,1.3033,0.9967,0,0,0,0,0.0,0,0,0,3,683921,302760,381161,0,128,8,8,forced:template_locality,0.3621
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,all,,11189,2588051441,26030,216328849489,83.5875,0.7327,0,0,0,494503930400,44658241.9,18425,172677677,180038241,23039,191917681984,1207656962,190710025022,0,128,8,8,forced:s3a_prefetch,3364.5727
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,tpch,1309,295968743,338,2700697806,9.1249,0.9565,0,0,0,0,0.0,0,0,0,281,2330804937,263692118,2067112819,0,128,8,8,forced:s3a_prefetch,42.6559
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,taxi,659,1064016617,539,4149114793,3.8995,0.6950,0,0,0,0,0.0,0,0,0,338,2399985716,444153257,1955832459,0,128,8,8,forced:s3a_prefetch,66.5190
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_prefetch,0.0805
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,mm,2785,569189337,14508,120458759264,211.6321,0.3903,0,0,0,0,0.0,0,0,0,12810,106669650249,130853638,106538796611,0,128,8,8,forced:s3a_prefetch,1874.1842
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,clickbench,1572,646756165,8578,72007154169,111.3359,0.6705,0,0,0,0,0.0,0,0,0,8060,67608426230,363856149,67244570081,0,128,8,8,forced:s3a_prefetch,1115.6137
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,fmnist,1216,6140828,594,4848398525,789.5350,0.8355,0,0,0,0,0.0,0,0,0,394,3253810808,3361568,3250449240,0,128,8,8,forced:s3a_prefetch,75.9379
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,sift,1216,3142849,1471,12160579908,3869.2855,0.7410,0,0,0,0,0.0,0,0,0,1156,9655004044,1740232,9653263812,0,128,8,8,forced:s3a_prefetch,189.5223
20260729-193643,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_prefetch,0.0590
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,all,,11189,2588051441,6331,2447110144,0.9455,0.4342,0,0,0,6208371938,1019154.2,169820,2725373,10227965,0,0,0,0,0,128,8,8,forced:s3a_random,339.8875
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,tpch,1309,295968743,605,122729226,0.4147,0.5378,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,31.4204
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,taxi,659,1064016617,622,1019168751,0.9579,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,40.8196
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,lastfm,1216,1867138,75,5482913,2.9365,0.9383,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,3.8023
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,mm,2785,569189337,1939,511904306,0.8994,0.3038,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,101.8319
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,clickbench,1572,646756165,1358,672823988,1.0403,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,74.3165
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,48.1560
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,sift,1216,3142849,756,49700021,15.8137,0.3783,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,38.2740
20260729-191757,headroom_b128_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,emb_real,1216,969764,25,1759614,1.8145,0.9794,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:s3a_random,1.2668
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,all,,11189,2588051441,6248,2437913341,0.9420,0.4416,0,0,0,6100833960,1010306.4,154662,2662625,10255988,0,0,0,0,0,128,8,8,forced:template_multimodal,335.6498
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,33.9058
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,40.8150
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,lastfm,1216,1867138,42,3320225,1.7782,0.9655,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,2.1317
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,99.7816
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,74.3079
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,fmnist,1216,6140828,936,66725232,10.8658,0.2303,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,47.4363
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,36.5615
20260729-191857,headroom_b128_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,emb_real,1216,969764,14,1038718,1.0711,0.9885,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,forced:template_multimodal,0.7099
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,all,,11189,2588051441,9862,35537999943,13.7316,0.5671,3400,0,0,89556976510,8464969.2,83517,31606207,194100944,5018,29658828980,809836372,28848992608,0,128,8,8,selector:template_auto,832.0168
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,tpch,1309,295968743,445,1364324897,4.6097,0.7762,610,0,0,0,0.0,0,0,0,152,1098000103,196943128,901056975,0,128,8,8,selector:template_auto,35.2612
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,taxi,659,1064016617,548,3682827850,3.4613,0.6889,282,0,0,0,0.0,0,0,0,343,2433557784,442450273,1991107511,0,128,8,8,selector:template_auto,62.5222
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,21,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,selector:template_auto,0.0805
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,mm,2785,569189337,4261,20039260174,35.2067,0.4036,1069,0,0,0,0.0,0,0,0,2600,17326300563,119865729,17206434834,0,128,8,8,selector:template_auto,404.1593
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,clickbench,1572,646756165,2366,10086248010,15.5951,0.1539,560,0,0,0,0.0,0,0,0,1036,8559072764,48104386,8510968378,0,128,8,8,selector:template_auto,214.4900
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,fmnist,1216,6140828,1356,233905091,38.0902,0.4194,516,0,0,0,0.0,0,0,0,650,170185478,1027216,169158262,0,128,8,8,selector:template_auto,70.0307
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,sift,1216,3142849,884,127288897,40.5011,0.4679,335,0,0,0,0.0,0,0,0,237,71712288,1445640,70266648,0,128,8,8,selector:template_auto,45.4139
20260729-193823,headroom_b128_block8_depth8_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,selector:template_auto,0.0590
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,all,,11189,2588051441,7782,7959938741,3.0756,0.5316,68,0,0,19231435423,2187237.3,65894,5546907,19238674,2541,3861283291,16389466,3844893825,0,128,8,8,selector:decision_tree,465.0119
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,tpch,1309,295968743,608,124538029,0.4208,0.5401,7,0,0,0,0.0,0,0,0,6,1572864,358371,1214493,0,128,8,8,selector:decision_tree,31.5877
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,taxi,659,1064016617,2002,1628061314,1.5301,0.1624,19,0,0,0,0.0,0,0,0,1450,478180603,11411463,466769140,0,128,8,8,selector:decision_tree,115.6264
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,2,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,selector:decision_tree,0.0805
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,mm,2785,569189337,1903,507607162,0.8918,0.3178,13,0,0,0,0.0,0,0,0,3,786432,0,786432,0,128,8,8,selector:decision_tree,99.9909
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1358,672637033,1.0400,0.1361,18,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,selector:decision_tree,74.3148
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,fmnist,1216,6140828,604,4781368085,778.6194,0.8224,4,0,0,0,0.0,0,0,0,388,3198815456,3409024,3195406432,0,128,8,8,selector:decision_tree,75.7987
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,sift,1216,3142849,1295,240805520,76.6201,0.5058,3,0,0,0,0.0,0,0,0,694,181927936,1210608,180717328,0,128,8,8,selector:decision_tree,67.0465
20260729-193852,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,selector:decision_tree,0.5664
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,all,,11189,2588051441,6209,2434515515,0.9407,0.4451,0,0,0,6972001682,1105306.9,165121,2830030,12589524,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,333.6673
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,33.9058
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,40.8150
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,0.0805
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,99.7816
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,74.3079
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,48.1560
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,36.5615
20260729-193909,headroom_b128_block8_depth8_oracle_bytes,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:bytes,0.0590
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,all,,11189,2588051441,6144,2439235875,0.9425,0.4509,0,0,0,6832565232,1078698.3,167657,2782993,12423081,0,0,0,0,0,128,8,8,oracle_perworkload:cost,330.4624
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,tpch,1309,295968743,605,122729226,0.4147,0.5378,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,31.4204
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,40.8150
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,0.0805
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,99.7816
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,74.3079
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,fmnist,1216,6140828,936,66725232,10.8658,0.2303,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,47.4363
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,36.5615
20260729-193926,headroom_b128_block8_depth8_oracle_cost,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,128,8,8,oracle_perworkload:cost,0.0590
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,all,,11189,2588051441,11189,2588051441,1.0000,0.0000,0,0,0,7227623582,1107079.7,10190,3260662,12219387,0,0,0,0,0,256,1,0,passthrough,584.1316
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,prefix,tpch,1309,295968743,1309,295968743,1.0000,0.0000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,256,1,0,passthrough,68.2726
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,prefix,taxi,659,1064016617,659,1064016617,1.0000,0.0000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,256,1,0,passthrough,43.0973
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,prefix,lastfm,1216,1867138,1216,1867138,1.0000,0.0000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,256,1,0,passthrough,60.8178
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,prefix,mm,2785,569189337,2785,569189337,1.0000,0.0000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,256,1,0,passthrough,144.6782
20260729-193944,headroom_b256_block1_depth0_passthrough,passthrough,prefix,clickbench,1572,646756165,1572,646756165,1.0000,0.0000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,256,1,0,passthrough,84.7679
