timestamp,label,mode,scope,prefix,reads,logicalBytes,remoteGets,remoteBytes,readAmp,cacheHitRate,policySwitches,fallbackReads,demandClampReads,ioLatencySumNanos,nsPerOp,p50Ns,p95Ns,p99Ns,prefetchGets,prefetchBytes,prefetchUsefulBytes,prefetchWastedBytes,prefetchCancelledBytes,budgetMiB,prefetchBlockMiB,prefetchDepth,case,costSeconds
20260729-195910,headroom_b512_block1_depth0_forced_template_locality,forced_template_locality,prefix,fmnist,1216,6140828,841,110116045,17.9318,0.3084,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_locality,43.1001
20260729-195910,headroom_b512_block1_depth0_forced_template_locality,forced_template_locality,prefix,sift,1216,3142849,678,66124097,21.0395,0.4424,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_locality,34.5306
20260729-195910,headroom_b512_block1_depth0_forced_template_locality,forced_template_locality,prefix,emb_real,1216,969764,7,1169790,1.2063,0.9942,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_locality,0.3612
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,all,,11189,2588051441,3000,3863413478,1.4928,0.7319,0,0,0,9182123894,1291826.5,12744,2994455,6987311,0,0,0,0,0,512,1,0,forced:s3a_prefetch,186.8444
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,tpch,1309,295968743,287,310825076,1.0502,0.7807,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,17.3143
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,taxi,659,1064016617,222,514792322,0.4838,0.6631,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,16.0094
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,lastfm,1216,1867138,3,3198959,1.7133,0.9975,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,0.1805
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,mm,2785,569189337,798,927792216,1.6300,0.7135,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,48.7481
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,clickbench,1572,646756165,1160,1555380831,2.4049,0.2621,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,72.8333
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,fmnist,1216,6140828,186,193033765,31.4345,0.8470,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,11.1409
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,sift,1216,3142849,343,357444244,113.7326,0.7179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,20.5589
20260729-195930,headroom_b512_block1_depth0_forced_s3a_prefetch,forced_s3a_prefetch,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:s3a_prefetch,0.0590
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,all,,11189,2588051441,5241,1402355387,0.5419,0.5316,0,0,0,3856627251,822909.6,86813,1260616,5096598,0,0,0,0,0,512,1,0,forced:template_multimodal,275.4239
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,33.9058
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,taxi,659,1064016617,226,355606007,0.3342,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,14.6913
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,lastfm,1216,1867138,42,3320225,1.7782,0.9655,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,2.1317
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,mm,2785,569189337,1514,404272624,0.7103,0.4564,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,79.5554
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,clickbench,1572,646756165,1132,401802817,0.6213,0.2799,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,60.4319
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,fmnist,1216,6140828,936,66725232,10.8658,0.2303,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,47.4363
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,36.5615
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,emb_real,1216,969764,14,1038718,1.0711,0.9885,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,forced:template_multimodal,0.7099
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,all,,11189,2588051441,4550,1855929246,0.7171,0.5934,3400,0,0,5509817432,967730.8,50725,2903033,5297336,0,0,0,0,0,512,1,0,selector:template_auto,245.1995
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,tpch,1309,295968743,395,186456314,0.6300,0.6982,610,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,21.5282
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,taxi,659,1064016617,226,428354795,0.4026,0.6571,282,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,15.3851
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,lastfm,1216,1867138,21,3985391,2.1345,0.9827,21,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,1.0880
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,mm,2785,569189337,1168,568423130,0.9987,0.5806,1069,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,63.8209
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,clickbench,1572,646756165,1123,530317653,0.8200,0.2856,560,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,61.2075
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,fmnist,1216,6140828,917,82266301,13.3966,0.2459,516,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,46.6346
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,sift,1216,3142849,699,55179597,17.5572,0.4252,335,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,35.4762
20260729-200000,headroom_b512_block1_depth0_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:template_auto,0.0590
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,all,,11189,2588051441,4385,1579033986,0.6101,0.6081,68,0,0,4380125011,870147.5,52559,1746513,4755915,0,0,0,0,0,512,1,0,selector:decision_tree,234.3088
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,tpch,1309,295968743,605,123161773,0.4161,0.5378,7,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,31.4246
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,taxi,659,1064016617,224,384955349,0.3618,0.6601,19,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,14.8712
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,lastfm,1216,1867138,10,3657711,1.9590,0.9918,2,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,0.5349
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,mm,2785,569189337,1516,404474502,0.7106,0.4557,13,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,79.6574
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1132,402520799,0.6224,0.2799,18,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,60.4387
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,fmnist,1216,6140828,203,192129149,31.2872,0.8331,4,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,11.9823
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,sift,1216,3142849,684,66412064,21.1312,0.4375,3,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,34.8334
20260729-200015,headroom_b512_block1_depth0_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,selector:decision_tree,0.5664
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,all,,11189,2588051441,5204,1398957561,0.5405,0.5349,0,0,0,3911908963,822716.2,77415,1246100,4785801,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,273.5415
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,33.9058
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,taxi,659,1064016617,226,355606007,0.3342,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,14.6913
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,lastfm,1216,1867138,3,3198959,1.7133,0.9975,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,0.1805
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,mm,2785,569189337,1514,404272624,0.7103,0.4564,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,79.5554
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,clickbench,1572,646756165,1132,401802817,0.6213,0.2799,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,60.4319
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,48.1560
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,36.5615
20260729-200029,headroom_b512_block1_depth0_oracle_bytes,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:bytes,0.0590
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,all,,11189,2588051441,2972,2559930886,0.9891,0.7344,0,0,0,6701787308,1071287.0,13996,3023110,5107731,0,0,0,0,0,512,1,0,oracle_perworkload:cost,173.0134
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,tpch,1309,295968743,287,310825076,1.0502,0.7807,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,17.3143
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,taxi,659,1064016617,226,355606007,0.3342,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,14.6913
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,lastfm,1216,1867138,3,3198959,1.7133,0.9975,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,0.1805
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,mm,2785,569189337,798,927792216,1.6300,0.7135,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,48.7481
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,clickbench,1572,646756165,1128,411084554,0.6356,0.2824,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,60.3204
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,fmnist,1216,6140828,186,193033765,31.4345,0.8470,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,11.1409
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,sift,1216,3142849,343,357444244,113.7326,0.7179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,20.5589
20260729-200046,headroom_b512_block1_depth0_oracle_cost,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,0,oracle_perworkload:cost,0.0590
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,all,,11189,2588051441,5935,1848070917,0.7141,0.5802,0,0,0,4901828621,906518.3,156336,1470782,5230503,1238,324231357,9929244,314302113,0,512,1,1,forced:template_locality,314.3746
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,tpch,1309,295968743,708,189585736,0.6406,0.5989,0,0,0,0,0.0,0,0,0,183,47972352,3453440,44518912,0,512,1,1,forced:template_locality,37.2080
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,taxi,659,1064016617,292,380436067,0.3575,0.6571,0,0,0,0,0.0,0,0,0,66,17301504,0,17301504,0,512,1,1,forced:template_locality,18.2281
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,lastfm,1216,1867138,18,3713441,1.9888,0.9901,0,0,0,0,0.0,0,0,0,6,1572864,283126,1289738,0,512,1,1,forced:template_locality,0.9354
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,mm,2785,569189337,1805,545434514,0.9583,0.4790,0,0,0,0,0.0,0,0,0,354,92798976,4201478,88597498,0,512,1,1,forced:template_locality,95.4517
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,clickbench,1572,646756165,1377,476358410,0.7365,0.2824,0,0,0,0,0.0,0,0,0,249,65273856,0,65273856,0,512,1,1,forced:template_locality,73.3929
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,fmnist,1216,6140828,962,157367501,25.6264,0.4169,0,0,0,0,0.0,0,0,0,253,66322432,580200,65742232,0,512,1,1,forced:template_locality,49.6008
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,sift,1216,3142849,766,93911361,29.8810,0.4720,0,0,0,0,0.0,0,0,0,124,32305452,1108240,31197212,0,512,1,1,forced:template_locality,39.1956
20260729-200101,headroom_b512_block1_depth1_forced_template_locality,forced_template_locality,prefix,emb_real,1216,969764,7,1263887,1.3033,0.9967,0,0,0,0,0.0,0,0,0,3,683921,302760,381161,0,512,1,1,forced:template_locality,0.3621
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,all,,11189,2588051441,4937,5912492976,2.2845,0.7413,0,0,0,16605010476,1943901.9,14749,5973964,8773081,2042,2141192192,229801101,1920728286,0,512,1,1,forced:s3a_prefetch,303.2359
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,tpch,1309,295968743,365,392614004,1.3265,0.8052,0,0,0,0,0.0,0,0,0,110,115343360,19170588,96172772,0,512,1,1,forced:s3a_prefetch,21.9943
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,taxi,659,1064016617,315,612309890,0.5755,0.6859,0,0,0,0,0.0,0,0,0,108,113246208,25246038,97337365,0,512,1,1,forced:s3a_prefetch,21.5894
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,lastfm,1216,1867138,3,3198959,1.7133,0.9984,0,0,0,0,0.0,0,0,0,1,1048576,203840,844736,0,512,1,1,forced:s3a_prefetch,0.1805
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,mm,2785,569189337,1096,1242944476,2.1837,0.7494,0,0,0,0,0.0,0,0,0,398,417333248,173757458,243575790,0,512,1,1,forced:s3a_prefetch,66.6536
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,clickbench,1572,646756165,2524,3000949669,4.6400,0.1177,0,0,0,0,0.0,0,0,0,1137,1192230912,9796201,1182434711,0,512,1,1,forced:s3a_prefetch,154.8193
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,fmnist,1216,6140828,186,193033765,31.4345,0.9145,0,0,0,0,0.0,0,0,0,82,85983232,1404928,84578304,0,512,1,1,forced:s3a_prefetch,11.1409
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,sift,1216,3142849,447,466496148,148.4310,0.8018,0,0,0,0,0.0,0,0,0,206,216006656,222048,215784608,0,512,1,1,forced:s3a_prefetch,26.7989
20260729-200128,headroom_b512_block1_depth1_forced_s3a_prefetch,forced_s3a_prefetch,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_prefetch,0.0590
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,all,,11189,2588051441,5304,1409084477,0.5445,0.5260,0,0,0,3907669934,830339.9,111861,1255167,4602930,0,0,0,0,0,512,1,1,forced:s3a_random,278.6381
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,tpch,1309,295968743,605,122729226,0.4147,0.5378,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,31.4204
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,taxi,659,1064016617,226,355820597,0.3344,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,14.6934
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,lastfm,1216,1867138,75,5482913,2.9365,0.9383,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,3.8023
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,mm,2785,569189337,1534,407343027,0.7157,0.4492,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,80.5847
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,clickbench,1572,646756165,1132,402707754,0.6227,0.2799,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,60.4405
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,48.1560
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,sift,1216,3142849,756,49700021,15.8137,0.3783,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,38.2740
20260729-195855,headroom_b512_block1_depth0_forced_s3a_random,forced_s3a_random,prefix,emb_real,1216,969764,25,1759614,1.8145,0.9794,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:s3a_random,1.2668
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,all,,11189,2588051441,5241,1402355387,0.5419,0.5316,0,0,0,3856627251,822909.6,86813,1260616,5096598,0,0,0,0,0,512,1,1,forced:template_multimodal,275.4239
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,33.9058
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,taxi,659,1064016617,226,355606007,0.3342,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,14.6913
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,lastfm,1216,1867138,42,3320225,1.7782,0.9655,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,2.1317
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,mm,2785,569189337,1514,404272624,0.7103,0.4564,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,79.5554
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,clickbench,1572,646756165,1132,401802817,0.6213,0.2799,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,60.4319
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,fmnist,1216,6140828,936,66725232,10.8658,0.2303,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,47.4363
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,36.5615
20260729-195944,headroom_b512_block1_depth0_forced_template_multimodal,forced_template_multimodal,prefix,emb_real,1216,969764,14,1038718,1.0711,0.9885,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,forced:template_multimodal,0.7099
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,all,,11189,2588051441,4930,2306455387,0.8912,0.6202,3400,0,0,6120799547,1020293.7,78568,3767417,5639274,680,565768492,108421166,457347326,0,512,1,1,selector:template_auto,268.4961
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,tpch,1309,295968743,402,242317929,0.8187,0.7632,610,0,0,0,0.0,0,0,0,92,96468992,28575161,67893831,0,512,1,1,selector:template_auto,22.4109
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,taxi,659,1064016617,298,500706539,0.4706,0.6616,282,0,0,0,0.0,0,0,0,75,75497472,288738,75208734,0,512,1,1,selector:template_auto,19.6751
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,lastfm,1216,1867138,16,3657711,1.9590,0.9901,21,0,0,0,0.0,0,0,0,4,1048576,194710,853866,0,512,1,1,selector:template_auto,0.8349
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,mm,2785,569189337,1244,712609064,1.2520,0.6262,1069,0,0,0,0.0,0,0,0,203,206569472,78137355,128432117,0,512,1,1,selector:template_auto,68.9960
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,clickbench,1572,646756165,1246,668139861,1.0331,0.2913,560,0,0,0,0.0,0,0,0,132,138412032,666,138411366,0,512,1,1,selector:template_auto,68.6719
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,fmnist,1216,6140828,999,112412861,18.3058,0.2862,516,0,0,0,0.0,0,0,0,131,34340864,238376,34102488,0,512,1,1,selector:template_auto,51.0221
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,sift,1216,3142849,724,65665357,20.8936,0.4400,335,0,0,0,0.0,0,0,0,43,13431084,986160,12444924,0,512,1,1,selector:template_auto,36.8262
20260729-200144,headroom_b512_block1_depth1_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,selector:template_auto,0.0590
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,all,,11189,2588051441,4541,1636443522,0.6323,0.6185,68,0,0,4479529833,873238.7,58430,1586830,5040786,272,150732800,11791097,144222639,0,512,1,1,selector:decision_tree,242.6563
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,tpch,1309,295968743,605,123161773,0.4161,0.5378,7,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,selector:decision_tree,31.4246
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,taxi,659,1064016617,296,416412629,0.3914,0.6631,19,0,0,0,0.0,0,0,0,74,33554432,9362537,29472831,0,512,1,1,selector:decision_tree,18.7712
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,lastfm,1216,1867138,10,3657711,1.9590,0.9918,2,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,selector:decision_tree,0.5349
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,mm,2785,569189337,1517,404736646,0.7111,0.4557,13,0,0,0,0.0,0,0,0,1,262144,0,262144,0,512,1,1,selector:decision_tree,79.7099
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1132,402520799,0.6224,0.2799,18,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,selector:decision_tree,60.4387
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,fmnist,1216,6140828,203,192129149,31.2872,0.9013,4,0,0,0,0.0,0,0,0,83,87031808,1420608,85611200,0,512,1,1,selector:decision_tree,11.9823
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,sift,1216,3142849,767,92102176,29.3053,0.4630,3,0,0,0,0.0,0,0,0,114,29884416,1007952,28876464,0,512,1,1,selector:decision_tree,39.2284
20260729-200159,headroom_b512_block1_depth1_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,selector:decision_tree,0.5664
20260729-200214,headroom_b512_block1_depth1_oracle_bytes,oracle_perworkload,all,,11189,2588051441,5204,1398957561,0.5405,0.5350,0,0,0,4110993968,854326.6,93876,1375070,4647356,1,1048576,203840,844736,0,512,1,1,oracle_perworkload:bytes,273.5415
20260729-200214,headroom_b512_block1_depth1_oracle_bytes,oracle_perworkload,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,oracle_perworkload:bytes,33.9058
20260729-200214,headroom_b512_block1_depth1_oracle_bytes,oracle_perworkload,prefix,taxi,659,1064016617,226,355606007,0.3342,0.6571,0,0,0,0,0.0,0,0,0,0,0,0,0,0,512,1,1,oracle_perworkload:bytes,14.6913
