timestamp,label,mode,scope,prefix,reads,logicalBytes,remoteGets,remoteBytes,readAmp,cacheHitRate,policySwitches,fallbackReads,demandClampReads,ioLatencySumNanos,nsPerOp,p50Ns,p95Ns,p99Ns,prefetchGets,prefetchBytes,prefetchUsefulBytes,prefetchWastedBytes,prefetchCancelledBytes
20260729-174325,headroom_b128_block4_depth4_forced_s3a_prefetch,forced_s3a_prefetch,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,all,,11189,2588051441,8304,13983292638,5.4030,0.5338,3400,0,0,33246732262,2990276.8,98475,19728048,49332200,3088,9587442445,496832287,9090610158,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,tpch,1309,295968743,566,1004257973,3.3931,0.7181,610,0,0,0,0.0,0,0,0,197,747309452,182790368,564519084,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,taxi,659,1064016617,819,3309289479,3.1102,0.5205,282,0,0,0,0.0,0,0,0,503,2020081362,197254874,1822826488,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,21,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,mm,2785,569189337,2934,5805421651,10.1995,0.4065,1069,0,0,0,0.0,0,0,0,1281,4314802569,113362048,4201440521,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,clickbench,1572,646756165,2016,3583460427,5.5407,0.0789,560,0,0,0,0.0,0,0,0,568,2350907392,1290909,2349616483,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,fmnist,1216,6140828,1173,176298947,28.7093,0.3692,516,0,0,0,0.0,0,0,0,406,106222342,738704,105483638,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,sift,1216,3142849,794,100419137,31.9516,0.4564,335,0,0,0,0.0,0,0,0,133,48119328,1395384,46723944,0
20260729-174739,headroom_b128_block4_depth4_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,all,,11189,2588051441,6891,5419364381,2.0940,0.5101,68,0,0,12772773789,1159936.6,77907,8409450,18809288,1409,1451423204,15860210,1435562994,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,tpch,1309,295968743,604,123489453,0.4172,0.5401,7,0,0,0,0.0,0,0,0,2,524288,358371,165917,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,taxi,659,1064016617,1387,1453874786,1.3664,0.0804,19,0,0,0,0.0,0,0,0,781,321832412,11215471,310616941,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,mm,2785,569189337,1903,507607162,0.8918,0.3178,13,0,0,0,0.0,0,0,0,3,786432,0,786432,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1358,672637033,1.0400,0.1361,18,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,fmnist,1216,6140828,616,2496375965,406.5211,0.6957,4,0,0,0,0.0,0,0,0,246,1029451784,3099840,1026351944,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,sift,1216,3142849,1011,160458384,51.0551,0.4786,3,0,0,0,0.0,0,0,0,377,98828288,1186528,97641760,0
20260729-174931,headroom_b128_block4_depth4_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,all,,11189,2588051441,6209,2434515515,0.9407,0.4451,0,0,0,5923981190,548826.0,148971,2594918,10400640,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,tpch,1309,295968743,655,121192773,0.4095,0.4996,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,taxi,659,1064016617,622,1018688988,0.9574,0.0561,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,mm,2785,569189337,1899,506631363,0.8901,0.3181,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,clickbench,1572,646756165,1358,671919051,1.0389,0.1361,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,fmnist,1216,6140828,951,63541325,10.3474,0.2179,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,sift,1216,3142849,722,48396991,15.3991,0.4063,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175030,headroom_b128_block4_depth4_oracle,oracle_perworkload,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,all,,11189,2588051441,21258,6975671060,2.6953,0.4505,0,0,0,16384208311,1484898.6,160051,5782311,10592102,15110,3959759931,48102814,3911657117,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,tpch,1309,295968743,4049,1163277410,3.9304,0.2628,0,0,0,0,0.0,0,0,0,3084,807949062,15135616,792813446,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,taxi,659,1064016617,2168,1516645384,1.4254,0.1351,0,0,0,0,0.0,0,0,0,1598,418684274,11129789,407554485,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,lastfm,1216,1867138,13,3385761,1.8133,0.9967,0,0,0,0,0.0,0,0,0,9,2359296,422664,1936632,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,mm,2785,569189337,7483,2126972630,3.7368,0.2937,0,0,0,0,0.0,0,0,0,5516,1445986304,17629878,1428356426,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,clickbench,1572,646756165,4344,1495521328,2.3123,0.0382,0,0,0,0,0.0,0,0,0,2832,742391808,190435,742201373,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,fmnist,1216,6140828,1861,415045587,67.5879,0.5485,0,0,0,0,0.0,0,0,0,1312,343724806,1694264,342030542,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,sift,1216,3142849,1333,253559073,80.6781,0.5255,0,0,0,0,0.0,0,0,0,756,197980460,1597408,196383052,0
20260729-175243,headroom_b128_block8_depth8_forced_template_locality,forced_template_locality,prefix,emb_real,1216,969764,7,1263887,1.3033,0.9967,0,0,0,0,0.0,0,0,0,3,683921,302760,381161,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,all,,11189,2588051441,26030,216328849489,83.5875,0.7327,0,0,0,500236939257,45171817.2,10720,174029865,181888327,23039,191917681984,1207656962,190710025022,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,tpch,1309,295968743,338,2700697806,9.1249,0.9565,0,0,0,0,0.0,0,0,0,281,2330804937,263692118,2067112819,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,taxi,659,1064016617,539,4149114793,3.8995,0.6950,0,0,0,0,0.0,0,0,0,338,2399985716,444153257,1955832459,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,mm,2785,569189337,14508,120458759264,211.6321,0.3903,0,0,0,0,0.0,0,0,0,12810,106669650249,130853638,106538796611,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,clickbench,1572,646756165,8578,72007154169,111.3359,0.6705,0,0,0,0,0.0,0,0,0,8060,67608426230,363856149,67244570081,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,fmnist,1216,6140828,594,4848398525,789.5350,0.8355,0,0,0,0,0.0,0,0,0,394,3253810808,3361568,3250449240,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,sift,1216,3142849,1471,12160579908,3869.2855,0.7410,0,0,0,0,0.0,0,0,0,1156,9655004044,1740232,9653263812,0
20260729-185749,headroom_b128_block8_depth8_forced_s3a_prefetch,forced_s3a_prefetch,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,0,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,all,,11189,2588051441,9862,35537999943,13.7316,0.5671,3400,0,0,92444946640,8281291.6,96382,31331800,195112110,5018,29658828980,809836372,28848992608,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,tpch,1309,295968743,445,1364324897,4.6097,0.7762,610,0,0,0,0.0,0,0,0,152,1098000103,196943128,901056975,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,taxi,659,1064016617,548,3682827850,3.4613,0.6889,282,0,0,0,0.0,0,0,0,343,2433557784,442450273,1991107511,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,21,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,mm,2785,569189337,4261,20039260174,35.2067,0.4036,1069,0,0,0,0.0,0,0,0,2600,17326300563,119865729,17206434834,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,clickbench,1572,646756165,2366,10086248010,15.5951,0.1539,560,0,0,0,0.0,0,0,0,1036,8559072764,48104386,8510968378,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,fmnist,1216,6140828,1356,233905091,38.0902,0.4194,516,0,0,0,0.0,0,0,0,650,170185478,1027216,169158262,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,sift,1216,3142849,884,127288897,40.5011,0.4679,335,0,0,0,0.0,0,0,0,237,71712288,1445640,70266648,0
20260729-190848,headroom_b128_block8_depth8_template_auto,template_auto,prefix,emb_real,1216,969764,1,946065,0.9756,0.9992,7,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,all,,11189,2588051441,7782,7959938741,3.0756,0.5316,68,0,0,18656742784,1686325.9,59421,5544013,19288934,2541,3861283291,16389466,3844893825,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,tpch,1309,295968743,608,124538029,0.4208,0.5401,7,0,0,0,0.0,0,0,0,6,1572864,358371,1214493,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,taxi,659,1064016617,2002,1628061314,1.5301,0.1624,19,0,0,0,0.0,0,0,0,1450,478180603,11411463,466769140,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,lastfm,1216,1867138,1,3198959,1.7133,0.9992,2,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,mm,2785,569189337,1903,507607162,0.8918,0.3178,13,0,0,0,0.0,0,0,0,3,786432,0,786432,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,clickbench,1572,646756165,1358,672637033,1.0400,0.1361,18,0,0,0,0.0,0,0,0,0,0,0,0,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,fmnist,1216,6140828,604,4781368085,778.6194,0.8224,4,0,0,0,0.0,0,0,0,388,3198815456,3409024,3195406432,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,sift,1216,3142849,1295,240805520,76.6201,0.5058,3,0,0,0,0.0,0,0,0,694,181927936,1210608,180717328,0
20260729-191113,headroom_b128_block8_depth8_decision_tree,decision_tree,prefix,emb_real,1216,969764,11,1722639,1.7763,0.9910,2,0,0,0,0.0,0,0,0,0,0,0,0,0
